total_fluxos_resumidos,total_fluxos_intra,total_fluxos_inter,total_periodos,total_fluxos_od_agregados,total_transicoes_markov_agregadas,cenario_recomendado
15574169.0,13708632.0,1865537.0,4,100,100,B_2mais_eventos
